UniqueKey	EastWest	Formation	Member	MidMemberAge	Order	Family	Subfamily	Tribe	Genus	Species	TaxonString	ComLocID	noSpecies	ComLoc_raw	ComLoc
23497	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	68	29	105 >< KBS	105 >< KBS
23498	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	68	29	105 >< KBS	105 >< KBS
23499	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	simum	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumsimum	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23500	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	strepsiceros maryanus	ArtiodactylaBovidaeTragelaphiniTragelaphusstrepsiceros maryanus	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23501	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Reduncini	NA	NA	ArtiodactylaBovidaeReduncini	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23502	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Reduncini	NA	NA	ArtiodactylaBovidaeReduncini	68	29	105 >< KBS	105 >< KBS
23503	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Tragelaphini	NA	NA	ArtiodactylaBovidaeTragelaphini	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23504	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	ArtiodactylaBovidaeRedunciniMenelikialyrocera	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23505	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Reduncini	Kobus	sigmoidalis	ArtiodactylaBovidaeRedunciniKobussigmoidalis	68	29	105 >< KBS	105 >< KBS
23506	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	ArtiodactylaBovidaeRedunciniMenelikialyrocera	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23507	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	turkanensis	ArtiodactylaBovidaeBoviniPelorovisturkanensis	68	29	105 >< KBS	105 >< KBS
23508	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Hippotragini	Oryx	NA	ArtiodactylaBovidaeHippotraginiOryx	68	29	105 >< KBS	105 >< KBS
23509	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Antilopini	Gazella	praethomsoni	ArtiodactylaBovidaeAntilopiniGazellapraethomsoni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23510	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23511	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	strepsiceros	ArtiodactylaBovidaeTragelaphiniTragelaphusstrepsiceros	68	29	105 >< KBS	105 >< KBS
23512	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	68	29	105 >< KBS	105 >< KBS
23513	E	Koobi Fora	KBS	1.7	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	PrimatesHominidaeHomininaeHomininiAustralopithecusboisei	68	29	105 >< KBS	105 >< KBS
23514	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23515	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Antilopini	Gazella	praethomsoni	ArtiodactylaBovidaeAntilopiniGazellapraethomsoni	68	29	105 >< KBS	105 >< KBS
23516	E	Koobi Fora	KBS	1.7	Perissodactyla	Equidae	NA	Equini	Equus	koobiforensis	PerissodactylaEquidaeEquiniEquuskoobiforensis	68	29	105 >< KBS	105 >< KBS
23517	E	Koobi Fora	KBS	1.7	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	68	29	105 >< KBS	105 >< KBS
23518	E	Koobi Fora	KBS	1.7	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	68	29	105 >< KBS	105 >< KBS
23519	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23520	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23521	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23522	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	ArtiodactylaBovidaeRedunciniMenelikialyrocera	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23523	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Equini	Equus	NA	PerissodactylaEquidaeEquiniEquus	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23524	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Equini	Equus	koobiforensis	PerissodactylaEquidaeEquiniEquuskoobiforensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23525	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23526	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Rhinocerotidae	NA	Dicerotini	Ceratotherium	simum	PerissodactylaRhinocerotidaeDicerotiniCeratotheriumsimum	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23527	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	strepsiceros	ArtiodactylaBovidaeTragelaphiniTragelaphusstrepsiceros	68	29	105 >< KBS	105 >< KBS
23528	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23529	E	Koobi Fora	KBS	1.7	Artiodactyla	Giraffidae	NA	Sivatheriini	Sivatherium	maurusium	ArtiodactylaGiraffidaeSivatheriiniSivatheriummaurusium	68	29	105 >< KBS	105 >< KBS
23530	E	Koobi Fora	KBS	1.7	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	ArtiodactylaBovidaeAlcelaphiniMegalotragusisaaci	68	29	105 >< KBS	105 >< KBS
23531	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23532	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	ArtiodactylaHippopotamidaeHexaprotodonkarumensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23533	E	Koobi Fora	Upper Burgi	1.91	Carnivora	Felidae	Machairodontinae	Homotheriini	Homotherium	sp	CarnivoraFelidaeMachairodontinaeHomotheriiniHomotheriumsp	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23534	E	Koobi Fora	KBS	1.7	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	ArtiodactylaHippopotamidaeHexaprotodonkarumensis	68	29	105 >< KBS	105 >< KBS
23535	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	68	29	105 >< KBS	105 >< KBS
23536	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Equini	Equus	koobiforensis	PerissodactylaEquidaeEquiniEquuskoobiforensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23537	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23538	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23539	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23540	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23541	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23542	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23543	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23544	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23545	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23546	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23547	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	68	29	105 >< KBS	105 >< KBS
23548	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23549	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23550	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	68	29	105 >< KBS	105 >< KBS
23551	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23552	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23553	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23554	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23555	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23556	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23557	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23558	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23559	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23560	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23561	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23562	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Equini	Equus	koobiforensis	PerissodactylaEquidaeEquiniEquuskoobiforensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23563	E	Koobi Fora	Upper Burgi	1.91	Proboscidea	Elephantidae	NA	NA	Loxodonta	adaurora kararae	ProboscideaElephantidaeLoxodontaadaurora kararae	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23564	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23565	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23566	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23567	E	Koobi Fora	Upper Burgi	1.91	Proboscidea	Elephantidae	NA	NA	Elephas	recki shungurensis	ProboscideaElephantidaeElephasrecki shungurensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23568	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23569	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23570	E	Koobi Fora	Upper Burgi	1.91	Proboscidea	Elephantidae	NA	NA	Elephas	recki shungurensis	ProboscideaElephantidaeElephasrecki shungurensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23571	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23572	E	Koobi Fora	Upper Burgi	1.91	Proboscidea	Elephantidae	NA	NA	Elephas	recki shungurensis	ProboscideaElephantidaeElephasrecki shungurensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23573	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	ArtiodactylaSuidaeSuinaeKolpochoerusheseloni	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23574	E	Koobi Fora	Upper Burgi	1.91	Perissodactyla	Equidae	NA	Hipparionini	Hipparion	cornelianum	PerissodactylaEquidaeHipparioniniHipparioncornelianum	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23575	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23576	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23577	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23578	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23579	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23580	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23581	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23582	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	68	29	105 >< KBS	105 >< KBS
23583	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Tetraconodontinae	NA	Notochoerus	scotti	ArtiodactylaSuidaeTetraconodontinaeNotochoerusscotti	68	29	105 >< KBS	105 >< KBS
23584	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23585	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23586	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23587	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23588	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23589	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23590	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23591	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23592	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23593	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23594	E	Koobi Fora	Upper Burgi	1.91	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	ArtiodactylaHippopotamidaeHexaprotodonkarumensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23595	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23596	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23597	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23598	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23599	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23600	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23601	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23602	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23603	E	Koobi Fora	KBS	1.7	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	ArtiodactylaSuidaeSuinaeMetridiochoerusandrewsi	68	29	105 >< KBS	105 >< KBS
23604	E	Koobi Fora	Upper Burgi	1.91	Primates	Hominidae	Homininae	Hominini	NA	NA	PrimatesHominidaeHomininaeHominini	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23605	E	Koobi Fora	Upper Burgi	1.91	Carnivora	Canidae	NA	NA	Lupulella	NA	CarnivoraCanidaeLupulella	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23606	E	Koobi Fora	Upper Burgi	1.91	Carnivora	Felidae	Machairodontinae	Metailurini	Dinofelis	aronoki	CarnivoraFelidaeMachairodontinaeMetailuriniDinofelisaronoki	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23607	E	Koobi Fora	KBS	1.7	Carnivora	Mustelidae	NA	NA	NA	NA	CarnivoraMustelidae	68	29	105 >< KBS	105 >< KBS
23608	E	Koobi Fora	Upper Burgi	1.91	Carnivora	Viverridae	NA	NA	Pseudocivetta	ingens	CarnivoraViverridaePseudocivettaingens	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23609	E	Koobi Fora	KBS	1.7	Carnivora	Felidae	NA	NA	Acinonyx	sp nov	CarnivoraFelidaeAcinonyxsp nov	68	29	105 >< KBS	105 >< KBS
23610	E	Koobi Fora	Upper Burgi	1.91	Carnivora	Canidae	NA	NA	Lupulella	NA	CarnivoraCanidaeLupulella	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23611	E	Koobi Fora	KBS	1.7	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	68	29	105 >< KBS	105 >< KBS
23612	E	Koobi Fora	KBS	1.7	Carnivora	Viverridae	NA	NA	NA	NA	CarnivoraViverridae	68	29	105 >< KBS	105 >< KBS
23613	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23614	E	Koobi Fora	KBS	1.7	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	68	29	105 >< KBS	105 >< KBS
23615	E	Koobi Fora	KBS	1.7	Primates	Cercopithecidae	NA	NA	NA	NA	PrimatesCercopithecidae	68	29	105 >< KBS	105 >< KBS
23616	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecus	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23617	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Colobinae	Colobini	Paracolobus	mutiwa	PrimatesCercopithecidaeColobinaeColobiniParacolobusmutiwa	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23618	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	PrimatesCercopithecidaeCercopithecinaeTheropitheciniTheropithecusoswaldi	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23619	E	Koobi Fora	Upper Burgi	1.91	Primates	Cercopithecidae	Colobinae	Colobini	Rhinocolobus	turkanaensis	PrimatesCercopithecidaeColobinaeColobiniRhinocolobusturkanaensis	67	35	105 >< Upper Burgi	105 >< Upper Burgi
23620	E	Koobi Fora	KBS	1.7	Primates	Hominidae	Homininae	Hominini	Homo	sp nov	PrimatesHominidaeHomininaeHomininiHomosp nov	68	29	105 >< KBS	105 >< KBS
