SITE	lon_bio	lat_bio	bio1	bio12	NPP
184567	-1.3	11.39	277	896	1345
184571	0.52	11.39	284	874	1321
184572	0.98	11.39	285	865	1311
184573	1.44	11.39	286	882	1330
184574	1.9	11.39	283	914	1365
184576	2.81	11.39	281	917	1368
184577	3.27	11.39	279	960	1414
184578	3.73	11.39	280	972	1427
184582	5.56	11.39	263	999	1455
184593	10.6	11.39	256	795	1230
184599	13.35	11.39	261	733	1156
184601	14.27	11.39	277	681	1091
184602	14.73	11.39	280	645	1045
184603	15.19	11.39	282	616	1007
184610	18.39	11.39	281	755	1183
184611	18.85	11.39	283	768	1198
184613	19.77	11.39	281	792	1227
184615	20.68	11.39	276	771	1202
184616	21.14	11.39	274	751	1178
184617	21.6	11.39	272	723	1144
184621	23.43	11.39	258	666	1072
184622	23.89	11.39	262	636	1033
184623	24.35	11.39	267	604	991
184624	24.81	11.39	272	544	910
184626	25.72	11.39	276	465	797
184627	26.18	11.39	275	453	779
184628	26.64	11.39	275	444	766
184629	27.1	11.39	275	450	775
184630	27.56	11.39	276	459	788
184631	28.01	11.39	276	486	827
184632	28.47	11.39	271	542	907
184634	29.39	11.39	268	654	1057
184635	29.85	11.39	270	671	1079
184636	30.31	11.39	264	706	1123
184637	30.76	11.39	263	706	1123
184638	31.22	11.39	272	655	1058
184639	31.68	11.39	274	605	992
184641	32.6	11.39	274	534	896
184642	33.05	11.39	274	566	940
184643	33.51	11.39	274	639	1037
184644	33.97	11.39	257	837	1279
184645	34.43	11.39	278	812	1250
184646	34.89	11.39	276	942	1395
184647	35.35	11.39	267	1128	1581
184648	35.8	11.39	254	1355	1780
184649	36.26	11.39	223	1666	2008
184650	36.72	11.39	214	1561	1936
184651	37.18	11.39	177	1490	1885
184652	37.64	11.39	197	1314	1746
184653	38.09	11.39	176	1281	1719
184654	38.55	11.39	206	955	1409
184655	39.01	11.39	194	948	1401
184658	40.39	11.39	258	449	773
184659	40.84	11.39	275	261	477
184660	41.3	11.39	275	215	399
184661	41.76	11.39	277	197	368
184662	42.22	11.39	293	153	290
184663	42.68	11.39	267	197	368
184664	43.14	11.39	292	124	237
185329	-12.56	10.94	252	1926	2165
185330	-12.1	10.94	242	1726	2046
185331	-11.64	10.94	237	1597	1961
185332	-11.18	10.94	235	1497	1890
185333	-10.73	10.94	263	1419	1831
185334	-10.27	10.94	261	1413	1826
185335	-9.81	10.94	258	1428	1838
185336	-9.35	10.94	261	1407	1821
185337	-8.9	10.94	264	1348	1774
185338	-8.44	10.94	266	1262	1702
185339	-7.98	10.94	267	1162	1613
185340	-7.52	10.94	268	1123	1577
185341	-7.07	10.94	270	1075	1531
185342	-6.61	10.94	272	1053	1509
185343	-6.15	10.94	271	1101	1556
185344	-5.69	10.94	265	1117	1571
185345	-5.24	10.94	259	1089	1544
185346	-4.78	10.94	266	1061	1517
185347	-4.32	10.94	276	1038	1494
185348	-3.86	10.94	274	1016	1472
185349	-3.41	10.94	277	992	1447
185351	-2.49	10.94	276	950	1404
185353	-1.58	10.94	275	992	1447
185359	1.16	10.94	285	936	1389
185360	1.62	10.94	271	1021	1477
185361	2.07	10.94	273	1030	1486
185362	2.53	10.94	274	1032	1488
185363	2.99	10.94	274	1048	1504
185364	3.45	10.94	269	1089	1544
185365	3.9	10.94	272	1076	1532
185367	4.82	10.94	270	969	1424
185368	5.28	10.94	267	1028	1484
185370	6.19	10.94	261	1116	1570
185371	6.65	10.94	256	1138	1591
185372	7.11	10.94	251	1145	1597
185376	8.94	10.94	253	1009	1465
185381	11.22	10.94	250	832	1273
185383	12.14	10.94	246	813	1251
185385	13.05	10.94	256	818	1257
185389	14.88	10.94	283	712	1130
185390	15.34	10.94	282	700	1115
185391	15.8	10.94	282	706	1123
185393	16.71	10.94	284	809	1247
185394	17.17	10.94	285	833	1275
185395	17.63	10.94	286	838	1280
185396	18.09	10.94	283	833	1275
185397	18.54	10.94	281	815	1254
185398	19	10.94	280	824	1264
185399	19.46	10.94	278	837	1279
185400	19.92	10.94	278	844	1287
185401	20.37	10.94	275	836	1278
185402	20.83	10.94	274	837	1279
185403	21.29	10.94	272	823	1263
185404	21.75	10.94	271	785	1219
185409	24.03	10.94	266	669	1076
185410	24.49	10.94	269	646	1046
185411	24.95	10.94	273	623	1016
185412	25.41	10.94	275	584	964
185414	26.32	10.94	275	518	873
185415	26.78	10.94	275	514	867
185416	27.24	10.94	276	518	873
185417	27.69	10.94	277	532	893
185418	28.15	10.94	277	562	934
185420	29.07	10.94	276	658	1062
185421	29.52	10.94	277	698	1113
185422	29.98	10.94	276	724	1145
185423	30.44	10.94	265	761	1190
185424	30.9	10.94	269	705	1121
185425	31.35	10.94	274	677	1086
185426	31.81	10.94	278	615	1006
185427	32.27	10.94	279	576	953
185429	33.18	10.94	278	625	1019
185430	33.64	10.94	276	714	1133
185431	34.1	10.94	271	866	1312
185432	34.56	10.94	268	991	1446
185433	35.01	10.94	266	1100	1555
185434	35.47	10.94	250	1336	1764
185435	35.93	10.94	250	1447	1852
185436	36.39	10.94	198	1808	2097
185437	36.84	10.94	150	1935	1846
185438	37.3	10.94	154	1695	1880
185439	37.76	10.94	172	1401	1817
185440	38.21	10.94	130	1406	1673
185441	38.67	10.94	151	1175	1625
185442	39.13	10.94	90	1295	1318
185443	39.59	10.94	138	1149	1601
185445	40.5	10.94	259	449	773
185446	40.96	10.94	258	386	678
185447	41.42	10.94	269	290	525
185448	41.87	10.94	282	225	416
185449	42.33	10.94	287	173	326
185450	42.79	10.94	269	182	341
185451	43.25	10.94	293	104	200
185461	47.82	10.94	201	227	420
185462	48.28	10.94	183	252	462
185464	49.19	10.94	267	41	81
185465	49.65	10.94	218	117	224
185466	50.11	10.94	220	113	217
186117	-12.35	10.49	256	1918	2160
186118	-11.89	10.49	237	1792	2087
186119	-11.43	10.49	233	1647	1995
186120	-10.98	10.49	256	1460	1862
186121	-10.52	10.49	260	1440	1847
186122	-10.06	10.49	260	1494	1888
186123	-9.61	10.49	256	1535	1917
186124	-9.15	10.49	259	1508	1898
186125	-8.69	10.49	262	1424	1835
186126	-8.24	10.49	264	1332	1761
186127	-7.78	10.49	268	1251	1693
186128	-7.32	10.49	265	1221	1666
186129	-6.87	10.49	268	1084	1539
186130	-6.41	10.49	268	1174	1624
186131	-5.95	10.49	269	1166	1617
186132	-5.5	10.49	270	1133	1586
186133	-5.04	10.49	272	1109	1563
186134	-4.58	10.49	274	1104	1559
186135	-4.12	10.49	274	1063	1519
186136	-3.67	10.49	274	1040	1496
186137	-3.21	10.49	275	1017	1473
186138	-2.75	10.49	278	923	1375
186139	-2.3	10.49	277	997	1453
186140	-1.84	10.49	275	1048	1504
186141	-1.38	10.49	284	1011	1467
186142	-0.93	10.49	283	1009	1465
186147	1.35	10.49	271	1137	1590
186148	1.8	10.49	268	1087	1542
186149	2.26	10.49	270	1082	1537
186150	2.72	10.49	267	1106	1561
186151	3.17	10.49	269	1104	1559
186152	3.63	10.49	266	1117	1571
186153	4.09	10.49	271	1076	1532
186157	5.91	10.49	270	1160	1611
186158	6.37	10.49	265	1187	1636
186159	6.83	10.49	260	1206	1653
186160	7.29	10.49	254	1220	1666
186163	8.66	10.49	244	1189	1638
186164	9.11	10.49	243	1120	1574
186167	10.48	10.49	258	922	1374
186172	12.77	10.49	255	878	1325
186178	15.51	10.49	280	740	1165
186179	15.96	10.49	281	805	1242
186180	16.42	10.49	281	904	1354
186181	16.88	10.49	283	882	1330
186182	17.33	10.49	283	888	1336
186183	17.79	10.49	283	884	1332
186184	18.25	10.49	282	866	1312
186185	18.71	10.49	280	864	1310
186186	19.16	10.49	278	876	1323
186187	19.62	10.49	278	888	1336
186188	20.08	10.49	276	898	1347
186189	20.53	10.49	274	904	1354
186190	20.99	10.49	273	908	1358
186191	21.45	10.49	271	894	1343
186192	21.9	10.49	269	840	1283
186193	22.36	10.49	265	795	1230
186194	22.82	10.49	262	754	1182
186195	23.27	10.49	265	733	1156
186196	23.73	10.49	266	718	1138
186197	24.19	10.49	267	706	1123
186198	24.64	10.49	270	689	1101
186199	25.1	10.49	272	676	1085
186200	25.56	10.49	274	645	1045
186202	26.47	10.49	275	596	980
186204	27.38	10.49	277	595	979
186207	28.76	10.49	278	676	1085
186208	29.21	10.49	279	707	1124
186209	29.67	10.49	279	736	1160
186210	30.13	10.49	278	753	1180
186211	30.58	10.49	275	725	1146
186212	31.04	10.49	276	725	1146
186213	31.5	10.49	277	704	1120
186214	31.95	10.49	280	627	1022
186215	32.41	10.49	281	612	1002
186216	32.87	10.49	281	640	1039
186217	33.32	10.49	281	674	1082
186218	33.78	10.49	279	742	1167
186219	34.24	10.49	275	895	1344
186220	34.69	10.49	254	1106	1561
186221	35.15	10.49	261	1160	1611
186222	35.61	10.49	213	1638	1989
186223	36.06	10.49	198	1790	2086
186224	36.52	10.49	246	1358	1782
186225	36.98	10.49	177	1622	1978
186226	37.43	10.49	179	1389	1807
186228	38.35	10.49	169	1126	1580
186229	38.8	10.49	200	901	1351
186230	39.26	10.49	149	1083	1538
186231	39.72	10.49	112	1189	1513
186233	40.63	10.49	247	534	896
186234	41.09	10.49	252	457	785
186235	41.55	10.49	267	349	621
186236	42	10.49	272	303	547
186237	42.46	10.49	258	316	568
186238	42.92	10.49	246	320	574
186239	43.37	10.49	276	161	304
186240	43.83	10.49	293	82	159
186243	45.2	10.49	296	17	34
186244	45.66	10.49	266	65	127
186245	46.11	10.49	234	151	286
186246	46.57	10.49	275	43	84
186247	47.03	10.49	223	177	333
186907	-12.13	10.04	259	2015	2213
186908	-11.67	10.04	256	1855	2125
186909	-11.22	10.04	248	1662	2005
186910	-10.76	10.04	253	1463	1864
186911	-10.3	10.04	260	1540	1921
186912	-9.85	10.04	257	1627	1982
186913	-9.39	10.04	258	1646	1994
186914	-8.94	10.04	259	1587	1954
186915	-8.48	10.04	262	1497	1890
186916	-8.02	10.04	261	1432	1841
186917	-7.57	10.04	264	1363	1786
186918	-7.11	10.04	263	1235	1679
186919	-6.66	10.04	265	1191	1640
186920	-6.2	10.04	267	1232	1676
186921	-5.74	10.04	268	1207	1654
186922	-5.29	10.04	268	1153	1605
186923	-4.83	10.04	269	1136	1589
186924	-4.37	10.04	273	1112	1566
186925	-3.92	10.04	271	1094	1549
186926	-3.46	10.04	269	1105	1560
186927	-3.01	10.04	282	1061	1517
186928	-2.55	10.04	275	1024	1480
186929	-2.09	10.04	275	1034	1490
186930	-1.64	10.04	282	1028	1484
186931	-1.18	10.04	282	1039	1495
186932	-0.73	10.04	280	1055	1511
186933	-0.27	10.04	278	1082	1537
186934	0.18	10.04	277	1111	1565
186935	0.63	10.04	277	1117	1571
186936	1.09	10.04	279	1130	1583
186937	1.55	10.04	268	1129	1582
186938	2	10.04	265	1121	1575
186939	2.46	10.04	266	1099	1554
186940	2.91	10.04	264	1117	1571
186941	3.37	10.04	263	1157	1609
186942	3.83	10.04	269	1117	1571
186943	4.28	10.04	269	1104	1559
186944	4.74	10.04	268	1106	1561
186945	5.19	10.04	269	1146	1598
186946	5.65	10.04	275	1177	1627
186947	6.11	10.04	273	1217	1663
186948	6.56	10.04	274	1217	1663
186949	7.02	10.04	265	1254	1695
186950	7.48	10.04	254	1312	1745
186951	7.93	10.04	242	1370	1792
186952	8.39	10.04	245	1356	1781
186954	9.3	10.04	247	1153	1605
186957	10.67	10.04	266	936	1389
186962	12.95	10.04	259	931	1383
186965	14.32	10.04	279	831	1272
186968	15.69	10.04	279	777	1209
186969	16.14	10.04	279	850	1294
186970	16.6	10.04	280	906	1356
186971	17.05	10.04	281	929	1381
186972	17.51	10.04	282	929	1381
186973	17.97	10.04	281	916	1367
186974	18.42	10.04	280	907	1357
186975	18.88	10.04	279	905	1355
186976	19.34	10.04	277	918	1369
186977	19.79	10.04	276	938	1391
186978	20.25	10.04	275	956	1410
186979	20.7	10.04	273	962	1416
186980	21.16	10.04	272	959	1413
186981	21.62	10.04	270	926	1378
186982	22.07	10.04	268	876	1323
186983	22.53	10.04	266	826	1266
186984	22.98	10.04	262	795	1230
186985	23.44	10.04	263	777	1209
186986	23.9	10.04	263	759	1188
186987	24.35	10.04	264	741	1166
186988	24.81	10.04	267	731	1154
186989	25.27	10.04	270	719	1139
186990	25.72	10.04	271	701	1116
186991	26.18	10.04	274	680	1090
186992	26.63	10.04	275	665	1071
186993	27.09	10.04	276	660	1064
186996	28.46	10.04	278	707	1124
186997	28.91	10.04	278	731	1154
186998	29.37	10.04	278	755	1183
186999	29.83	10.04	278	771	1202
187000	30.28	10.04	278	774	1206
187001	30.74	10.04	276	774	1206
187002	31.2	10.04	278	760	1189
187003	31.65	10.04	279	739	1163
187004	32.11	10.04	281	735	1159
187005	32.56	10.04	281	706	1123
187006	33.02	10.04	281	696	1110
187007	33.48	10.04	281	711	1129
187008	33.93	10.04	276	763	1192
187009	34.39	10.04	256	969	1424
187010	34.84	10.04	239	1169	1620
187011	35.3	10.04	249	1231	1675
187012	35.76	10.04	249	1296	1731
187013	36.21	10.04	191	1772	2075
187014	36.67	10.04	184	1655	2000
187015	37.13	10.04	208	1268	1707
187016	37.58	10.04	221	1044	1500
187017	38.04	10.04	215	951	1405
187018	38.49	10.04	220	852	1296
187019	38.95	10.04	187	916	1367
187020	39.41	10.04	169	967	1421
187022	40.32	10.04	250	606	994
187023	40.77	10.04	233	717	1136
187024	41.23	10.04	258	455	782
187025	41.69	10.04	269	389	683
187026	42.14	10.04	267	375	661
187027	42.6	10.04	245	428	742
187028	43.06	10.04	205	579	958
187029	43.51	10.04	219	454	781
187030	43.97	10.04	241	305	550
187031	44.42	10.04	267	137	261
187032	44.88	10.04	252	151	286
187033	45.34	10.04	247	144	274
187034	45.79	10.04	260	87	168
187035	46.25	10.04	243	124	237
187036	46.7	10.04	228	168	317
187039	48.07	10.04	226	146	277
187040	48.53	10.04	228	133	254
187041	48.99	10.04	234	117	224
187042	49.44	10.04	252	90	174
187043	49.9	10.04	267	86	167
187044	50.35	10.04	274	84	163
187702	-10.08	9.6	254	1818	2103
187703	-9.62	9.6	253	1866	2131
187704	-9.17	9.6	252	1815	2101
187705	-8.71	9.6	250	1694	2026
187706	-8.26	9.6	256	1567	1940
187707	-7.8	9.6	259	1497	1890
187708	-7.35	9.6	259	1424	1835
187709	-6.89	9.6	258	1359	1783
187710	-6.44	9.6	264	1339	1767
187711	-5.98	9.6	267	1287	1724
187712	-5.52	9.6	264	1275	1713
187713	-5.07	9.6	262	1230	1674
187714	-4.61	9.6	270	1139	1592
187715	-4.16	9.6	274	1110	1564
187716	-3.7	9.6	273	1104	1559
187717	-3.25	9.6	271	1118	1572
187718	-2.79	9.6	276	1095	1550
187719	-2.34	9.6	271	1066	1522
187720	-1.88	9.6	276	1042	1498
187721	-1.42	9.6	282	1042	1498
187723	-0.51	9.6	275	1125	1579
187724	-0.06	9.6	274	1174	1624
187725	0.39	9.6	280	1163	1614
187726	0.84	9.6	272	1268	1707
187727	1.3	9.6	265	1258	1699
187728	1.75	9.6	263	1203	1650
187729	2.21	9.6	269	1122	1576
187730	2.67	9.6	263	1106	1561
187731	3.12	9.6	259	1154	1606
187732	3.58	9.6	266	1141	1594
187733	4.03	9.6	264	1144	1596
187734	4.49	9.6	274	1119	1573
187735	4.94	9.6	271	1149	1601
187736	5.4	9.6	273	1177	1627
187737	5.85	9.6	279	1201	1649
187738	6.31	9.6	275	1231	1675
187739	6.77	9.6	270	1256	1697
187740	7.22	9.6	257	1342	1769
187741	7.68	9.6	253	1420	1831
187742	8.13	9.6	243	1522	1908
187743	8.59	9.6	233	1452	1856
187745	9.5	9.6	246	1151	1603
187747	10.41	9.6	265	1003	1459
187750	11.78	9.6	273	924	1376
187756	14.51	9.6	281	848	1292
187758	15.42	9.6	278	927	1379
187759	15.88	9.6	278	916	1367
187760	16.33	9.6	278	940	1393
187761	16.79	9.6	279	964	1418
187762	17.24	9.6	280	980	1435
187763	17.7	9.6	279	962	1416
187764	18.15	9.6	279	952	1406
187765	18.61	9.6	277	950	1404
187766	19.07	9.6	275	948	1401
187767	19.52	9.6	275	972	1427
187768	19.98	9.6	274	999	1455
187769	20.43	9.6	274	1018	1474
187770	20.89	9.6	272	1021	1477
187771	21.34	9.6	271	998	1454
187772	21.8	9.6	268	964	1418
187773	22.25	9.6	264	927	1379
187774	22.71	9.6	255	907	1357
187775	23.16	9.6	258	866	1312
187776	23.62	9.6	249	860	1305
187777	24.08	9.6	258	811	1249
187778	24.53	9.6	262	775	1207
187779	24.99	9.6	265	788	1222
187780	25.44	9.6	263	801	1237
187781	25.9	9.6	269	780	1213
187782	26.35	9.6	272	765	1195
187783	26.81	9.6	274	745	1171
187784	27.26	9.6	275	739	1163
187785	27.72	9.6	276	742	1167
187786	28.18	9.6	277	755	1183
187787	28.63	9.6	277	775	1207
187788	29.09	9.6	277	787	1221
187789	29.54	9.6	276	798	1234
187790	30	9.6	276	803	1240
187791	30.45	9.6	277	807	1244
187792	30.91	9.6	278	827	1268
187793	31.36	9.6	279	789	1223
187794	31.82	9.6	279	782	1215
187795	32.28	9.6	281	808	1246
187796	32.73	9.6	281	759	1188
187797	33.19	9.6	280	742	1167
187798	33.64	9.6	279	755	1183
187799	34.1	9.6	242	979	1434
187800	34.55	9.6	213	1195	1643
187801	35.01	9.6	207	1432	1841
187802	35.46	9.6	186	1851	2122
187803	35.92	9.6	230	1407	1821
187804	36.38	9.6	226	1331	1760
187805	36.83	9.6	199	1380	1800
187806	37.29	9.6	163	1381	1801
187807	37.74	9.6	161	1173	1623
187811	39.56	9.6	143	976	1431
187812	40.02	9.6	252	714	1133
187813	40.48	9.6	256	546	912
187814	40.93	9.6	252	559	930
187815	41.39	9.6	250	588	970
187816	41.84	9.6	247	631	1027
187817	42.3	9.6	194	760	1189
187818	42.75	9.6	180	780	1213
187819	43.21	9.6	198	642	1041
187820	43.66	9.6	204	548	915
187821	44.12	9.6	217	416	724
187822	44.58	9.6	218	363	643
187823	45.03	9.6	209	372	657
187824	45.49	9.6	225	247	454
187825	45.94	9.6	237	168	317
187826	46.4	9.6	226	189	354
187827	46.85	9.6	233	154	292
187828	47.31	9.6	238	131	250
187829	47.76	9.6	234	134	255
187830	48.22	9.6	234	129	246
187831	48.68	9.6	238	119	228
187832	49.13	9.6	251	98	189
187833	49.59	9.6	257	101	195
187834	50.04	9.6	266	102	196
188496	-8.93	9.15	225	1946	2176
188497	-8.48	9.15	247	1691	2024
188498	-8.02	9.15	251	1537	1919
188499	-7.57	9.15	256	1453	1857
188500	-7.11	9.15	259	1404	1819
188501	-6.66	9.15	260	1405	1820
188502	-6.2	9.15	260	1355	1780
188503	-5.75	9.15	263	1254	1695
188504	-5.29	9.15	264	1134	1587
188505	-4.84	9.15	267	1111	1565
188506	-4.38	9.15	272	1103	1558
188507	-3.93	9.15	273	1094	1549
188508	-3.48	9.15	270	1100	1555
188509	-3.02	9.15	267	1098	1553
188510	-2.57	9.15	264	1086	1541
188511	-2.11	9.15	266	1069	1525
188512	-1.66	9.15	275	1062	1518
188513	-1.2	9.15	284	1080	1536
188514	-0.75	9.15	282	1121	1575
188515	-0.29	9.15	277	1180	1630
188516	0.15	9.15	279	1205	1652
188517	0.61	9.15	273	1283	1720
188518	1.06	9.15	261	1378	1798
188519	1.52	9.15	263	1221	1666
188520	1.97	9.15	269	1141	1594
188521	2.43	9.15	268	1131	1584
188522	2.88	9.15	264	1134	1587
188523	3.34	9.15	261	1154	1606
188524	3.79	9.15	264	1154	1606
188525	4.25	9.15	265	1162	1613
188526	4.7	9.15	277	1138	1591
188527	5.16	9.15	281	1140	1593
188528	5.61	9.15	274	1186	1635
188529	6.07	9.15	280	1189	1638
188530	6.52	9.15	275	1222	1667
188531	6.98	9.15	271	1273	1712
188532	7.43	9.15	249	1411	1824
188533	7.89	9.15	259	1460	1862
188534	8.34	9.15	258	1532	1915
188535	8.8	9.15	219	1399	1815
188536	9.25	9.15	243	1261	1701
188539	10.62	9.15	274	1021	1477
188540	11.07	9.15	277	999	1455
188542	11.98	9.15	272	998	1454
188543	12.44	9.15	277	966	1420
188544	12.89	9.15	278	1027	1483
188545	13.35	9.15	272	1070	1526
188548	14.71	9.15	270	990	1445
188549	15.17	9.15	273	1028	1484
188550	15.62	9.15	271	1035	1491
188551	16.08	9.15	275	1034	1490
188552	16.53	9.15	274	992	1447
188553	16.99	9.15	275	990	1445
188554	17.44	9.15	275	981	1436
188555	17.9	9.15	265	1000	1456
188556	18.35	9.15	277	979	1434
188557	18.81	9.15	273	1005	1461
188558	19.26	9.15	272	1016	1472
188559	19.72	9.15	272	1038	1494
188560	20.17	9.15	272	1059	1515
188561	20.63	9.15	273	1073	1529
188562	21.08	9.15	271	1066	1522
188563	21.54	9.15	269	1047	1503
188564	21.99	9.15	265	1021	1477
188565	22.45	9.15	262	989	1444
188566	22.9	9.15	257	965	1419
188567	23.36	9.15	236	996	1452
188568	23.81	9.15	248	931	1383
188569	24.27	9.15	257	882	1330
188570	24.72	9.15	257	883	1331
188571	25.18	9.15	255	906	1356
188572	25.63	9.15	262	900	1350
188573	26.09	9.15	268	876	1323
188574	26.54	9.15	270	850	1294
188575	27	9.15	273	822	1262
188577	27.91	9.15	276	818	1257
188578	28.36	9.15	277	826	1266
188579	28.82	9.15	276	836	1278
188580	29.27	9.15	276	836	1278
188581	29.73	9.15	273	829	1270
188582	30.18	9.15	275	821	1261
188583	30.64	9.15	277	810	1248
188584	31.09	9.15	278	813	1251
188585	31.55	9.15	278	788	1222
188586	32	9.15	280	777	1209
188587	32.46	9.15	280	780	1213
188588	32.91	9.15	279	778	1210
188589	33.37	9.15	278	779	1212
188590	33.82	9.15	275	812	1250
188591	34.28	9.15	244	1014	1470
188592	34.73	9.15	216	1275	1713
188593	35.19	9.15	205	1532	1915
188594	35.64	9.15	202	1745	2058
188595	36.1	9.15	220	1501	1893
188596	36.55	9.15	188	1792	2087
188597	37.01	9.15	193	1344	1771
188598	37.46	9.15	141	1473	1769
188599	37.92	9.15	148	1216	1662
188601	38.83	9.15	137	1129	1582
188603	39.74	9.15	226	805	1242
188604	40.19	9.15	261	544	910
188605	40.65	9.15	224	914	1365
188607	41.56	9.15	186	898	1347
188608	42.01	9.15	210	700	1115
188609	42.46	9.15	220	606	994
188610	42.92	9.15	204	626	1020
188611	43.37	9.15	201	605	992
188612	43.83	9.15	218	453	779
188613	44.28	9.15	227	358	635
188614	44.74	9.15	235	281	511
188615	45.19	9.15	239	226	418
188616	45.65	9.15	228	234	432
188617	46.1	9.15	227	209	389
188618	46.56	9.15	229	180	338
188619	47.01	9.15	251	111	213
188620	47.47	9.15	248	110	211
188621	47.92	9.15	241	123	235
188622	48.38	9.15	250	107	206
188623	48.83	9.15	238	132	252
188624	49.29	9.15	256	111	213
188625	49.74	9.15	265	109	209
189289	-8.69	8.7	241	1846	2119
189290	-8.24	8.7	246	1600	1963
189291	-7.78	8.7	252	1432	1841
189292	-7.33	8.7	259	1354	1779
189293	-6.87	8.7	257	1344	1771
189294	-6.42	8.7	262	1294	1730
189295	-5.96	8.7	261	1235	1679
189296	-5.51	8.7	269	1124	1578
189297	-5.06	8.7	269	1076	1532
189298	-4.6	8.7	264	1107	1562
189299	-4.15	8.7	271	1092	1547
189300	-3.69	8.7	270	1084	1539
189301	-3.24	8.7	262	1100	1555
189302	-2.78	8.7	264	1095	1550
189303	-2.33	8.7	265	1104	1559
189304	-1.87	8.7	277	1095	1550
189305	-1.42	8.7	280	1118	1572
189306	-0.97	8.7	282	1143	1596
189307	-0.51	8.7	277	1193	1641
189308	-0.06	8.7	274	1225	1670
189309	0.39	8.7	275	1227	1672
189310	0.84	8.7	256	1292	1728
189311	1.3	8.7	268	1175	1625
189312	1.75	8.7	268	1112	1566
189313	2.2	8.7	271	1048	1504
189314	2.66	8.7	266	1122	1576
189315	3.11	8.7	264	1140	1593
